"MapManBin"	"GO.Term"	"GO.Name"	"GO.Ontolgy"	"GO.depth"	"Bin.Description"
"7.7.3.3.4"	"GO:0006099"	"tricarboxylic acid cycle"	"BP"	18	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.malate synthase"
"7.7.3.3.4"	"GO:0009514"	"glyoxysome"	"CC"	14	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.malate synthase"
"7.7.3.3.4"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.malate synthase"
"7.7.3.3.5"	"GO:0003824"	"catalytic activity"	"MF"	2	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0005777"	"peroxisome"	"CC"	13	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0005975"	"carbohydrate metabolic process"	"BP"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0006097"	"glyoxylate cycle"	"BP"	16	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0006099"	"tricarboxylic acid cycle"	"BP"	18	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0006108"	"malate metabolic process"	"BP"	11	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0016615"	"malate dehydrogenase activity"	"MF"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"MF"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0019752"	"carboxylic acid metabolic process"	"BP"	9	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0030060"	"L-malate dehydrogenase activity"	"MF"	7	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.3.5"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.lipid degradation.fatty acid degradation.glyoxylate cycle.peroxisomal NAD-dependent malate dehydrogenase"
"7.7.3.4.1"	"GO:0000166"	"nucleotide binding"	"MF"	7	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0004611"	"phosphoenolpyruvate carboxykinase activity"	"MF"	6	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0004612"	"phosphoenolpyruvate carboxykinase (ATP) activity"	"MF"	7	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0005524"	"ATP binding"	"MF"	17	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0005634"	"nucleus"	"CC"	10	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0005730"	"nucleolus"	"CC"	20	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0005737"	"cytoplasm"	"CC"	6	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0005829"	"cytosol"	"CC"	8	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0006094"	"gluconeogenesis"	"BP"	16	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0009817"	"defense response to fungus, incompatible interaction"	"BP"	17	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0016036"	"cellular response to phosphate starvation"	"BP"	16	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0016829"	"lyase activity"	"MF"	3	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0016831"	"carboxy-lyase activity"	"MF"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0017076"	"purine nucleotide binding"	"MF"	8	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.1"	"GO:0046686"	"response to cadmium ion"	"BP"	6	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.phosphoenolpyruvate carboxykinase"
"7.7.3.4.2"	"GO:0005634"	"nucleus"	"CC"	10	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0005737"	"cytoplasm"	"CC"	6	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0005829"	"cytosol"	"CC"	8	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0005975"	"carbohydrate metabolic process"	"BP"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0005983"	"starch catabolic process"	"BP"	25	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0005986"	"sucrose biosynthetic process"	"BP"	19	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0009737"	"response to abscisic acid"	"BP"	11	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0009750"	"response to fructose"	"BP"	9	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0015979"	"photosynthesis"	"BP"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0016311"	"dephosphorylation"	"BP"	7	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0016787"	"hydrolase activity"	"MF"	3	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0016791"	"phosphatase activity"	"MF"	6	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0030388"	"fructose 1,6-bisphosphate metabolic process"	"BP"	10	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0042132"	"fructose 1,6-bisphosphate 1-phosphatase activity"	"MF"	9	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0042578"	"phosphoric ester hydrolase activity"	"MF"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.3.4.2"	"GO:0046872"	"metal ion binding"	"MF"	5	"Lipid metabolism.lipid degradation.fatty acid degradation.gluconeogenesis.cytosolic fructose-1,6-bisphosphatase"
"7.7.4.1"	"GO:0004368"	"glycerol-3-phosphate dehydrogenase activity"	"MF"	6	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0005739"	"mitochondrion"	"CC"	12	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0005743"	"mitochondrial inner membrane"	"CC"	23	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	11	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0006127"	"glycerophosphate shuttle"	"BP"	40	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0009331"	"glycerol-3-phosphate dehydrogenase complex"	"CC"	11	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0019563"	"glycerol catabolic process"	"BP"	25	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0052590"	"sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity"	"MF"	7	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0052591"	"sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity"	"MF"	8	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.1"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.FAD-dependent glycerol-3-phosphate dehydrogenase"
"7.7.4.2"	"GO:0000166"	"nucleotide binding"	"MF"	7	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0002237"	"response to molecule of bacterial origin"	"BP"	11	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0004370"	"glycerol kinase activity"	"MF"	7	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0005524"	"ATP binding"	"MF"	17	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0005737"	"cytoplasm"	"CC"	6	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0005739"	"mitochondrion"	"CC"	12	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0005829"	"cytosol"	"CC"	8	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0005975"	"carbohydrate metabolic process"	"BP"	5	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0006071"	"glycerol metabolic process"	"BP"	14	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	11	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0006641"	"triglyceride metabolic process"	"BP"	12	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0006952"	"defense response"	"BP"	4	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0009617"	"response to bacterium"	"BP"	8	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0010188"	"response to microbial phytotoxin"	"BP"	5	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0016301"	"kinase activity"	"MF"	5	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0016310"	"phosphorylation"	"BP"	7	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0016773"	"phosphotransferase activity, alcohol group as acceptor"	"MF"	5	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0019563"	"glycerol catabolic process"	"BP"	25	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0042742"	"defense response to bacterium"	"BP"	12	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0046167"	"glycerol-3-phosphate biosynthetic process"	"BP"	16	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.7.4.2"	"GO:0080167"	"response to karrikin"	"BP"	4	"Lipid metabolism.lipid degradation.metabolic fate of glycerol.glycerol kinase"
"7.8.2.1"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0008152"	"metabolic process"	"BP"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0008168"	"methyltransferase activity"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.1"	"GO:0032259"	"methylation"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol C-24 methyltransferase"
"7.8.2.2"	"GO:0004497"	"monooxygenase activity"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0005506"	"iron ion binding"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0005794"	"Golgi apparatus"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0005886"	"plasma membrane"	"CC"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0008168"	"methyltransferase activity"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0008398"	"sterol 14-demethylase activity"	"MF"	8	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0016705"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	"MF"	4	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0016740"	"transferase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0020037"	"heme binding"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0032259"	"methylation"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0046872"	"metal ion binding"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.2"	"GO:0070988"	"demethylation"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.obtusifoliol 14-alpha demethylase"
"7.8.2.3"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0016628"	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"	"MF"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0030176"	"integral component of endoplasmic reticulum membrane"	"CC"	26	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0050613"	"delta14-sterol reductase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0050661"	"NADP binding"	"MF"	10	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.3"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta14 reductase"
"7.8.2.4"	"GO:0000247"	"C-8 sterol isomerase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0005789"	"endoplasmic reticulum membrane"	"CC"	22	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0005886"	"plasma membrane"	"CC"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0016125"	"sterol metabolic process"	"BP"	9	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0016853"	"isomerase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.4"	"GO:0047750"	"cholestenol delta-isomerase activity"	"MF"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta8-delta7 isomerase"
"7.8.2.5"	"GO:0005506"	"iron ion binding"	"MF"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0005789"	"endoplasmic reticulum membrane"	"CC"	22	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0008202"	"steroid metabolic process"	"BP"	7	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0008610"	"lipid biosynthetic process"	"BP"	8	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0016020"	"membrane"	"CC"	2	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0016021"	"integral component of membrane"	"CC"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0016126"	"sterol biosynthetic process"	"BP"	16	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0016491"	"oxidoreductase activity"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.5"	"GO:0055114"	"oxidation-reduction process"	"BP"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.delta7-sterol C-5 desaturase"
"7.8.2.6"	"GO:0005515"	"protein binding"	"MF"	3	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0005783"	"endoplasmic reticulum"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0005789"	"endoplasmic reticulum membrane"	"CC"	22	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0005794"	"Golgi apparatus"	"CC"	13	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0005886"	"plasma membrane"	"CC"	6	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0006629"	"lipid metabolic process"	"BP"	5	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0006694"	"steroid biosynthetic process"	"BP"	12	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
"7.8.2.6"	"GO:0006695"	"cholesterol biosynthetic process"	"BP"	24	"Lipid metabolism.phytosterol synthesis and conjugation.campesterol synthesis.sterol delta7 reductase"
